class_id,class_name,confidence,box
7,truck,0.7079147696495056,"[420.2366943359375, 8.370567321777344, 596.6886596679688, 170.82669067382812]"
2,car,0.38105371594429016,"[683.44091796875, 87.52362823486328, 705.2185668945312, 103.67344665527344]"
